Country_ISO,Control of Corruption: Estimate - WDI,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative) - WDI",FI_FSI_FSANL - Non-performing loans to total gross loans (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,FI_FSI_FSERA - Return on assets (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,FI_FSI_FSKA - Regulatory capital to assets (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,FI_FSI_FSKRTC - Regulatory Tier 1 capital to risk-weighted assets (%) - Goal 10 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,GC_GOB_TAXD - Proportion of domestic budget funded by domestic taxes (%) - Goal 17 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,GR_G14_GDP - Total government revenue (budgetary central government) as a proportion of GDP (%) - Goal 17 - Reporting Type: G - Observation Status: A - Units: PERCENT - Nature: C - SDG,Government Effectiveness: Estimate - WDI,High-technology exports (% of manufactured exports) - WDI,ICT goods exports (% of total goods exports) - WDI,ICT goods imports (% total goods imports) - WDI,"ICT service exports (% of service exports, BoP) - WDI",IQ_SPI_PIL4 - Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index) - Goal 17 - Reporting Type: G - Units: INDEX - Nature: G - SDG,Labor force with advanced education (% of total working-age population with advanced education) - WDI,Logistics performance index: Ability to track and trace consignments (1=low to 5=high) - WDI,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high) - WDI,Lower secondary school starting age (years) - WDI,Medium and high-tech exports (% manufactured exports) - WDI,Medium and high-tech manufacturing value added (% manufacturing value added) - WDI,Merchandise exports to high-income economies (% of total merchandise exports) - WDI,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports) - WDI,Merchandise imports from high-income economies (% of total merchandise imports) - WDI,"Primary education, duration (years) - WDI",Primary government expenditures as a proportion of original approved budget (%) - WDI,Primary school starting age (years) - WDI,Regulatory Quality: Estimate - WDI,Rule of Law: Estimate - WDI,"Services, value added (% of GDP) - WDI","Services, value added per worker (constant 2015 US$) - WDI",Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100) - WDI,Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100) - WDI,Voice and Accountability: Estimate - WDI
SWZ,-0.23180463910102805,10.781115656706595,9.3155186631086,2.4792422744780094,13.1115288428394,15.997544794564702,75.5574284256167,25.4341868109347,-0.6723408699035641,0.925351559868595,0.63,2.92,4.92849870874679,15.641666666666701,79.01846561100766,2.496989608149505,2.3742275633801206,13.0,18.4929625076092,2.23449063703394,5.61157565439986,1.40639932647363,10.2199055943769,7.0,91.3085,6.0,-0.5062580108642581,-0.27630573511123696,51.8895724612563,11280.3717504244,90.0,55.766666666666694,67.16875,39.775,40.0,-1.36871898174286
SYC,0.860159635543823,18.920457515717604,3.4493595960390904,2.3682743238779196,8.25772518298564,16.7077670255128,85.6576346331264,36.8802776741459,0.633227169513702,5.22056224291312,0.12,1.86,0.827140321445546,53.8666666666667,86.648,2.9002612991300802,2.7412595453968436,12.0,26.07684779443747,15.531490076900402,83.5645089251942,11.0004761113984,75.4090758377474,6.0,106.7145,6.0,0.019313707947731136,0.2804057598114009,69.9476824400139,42927.68818276222,80.0,46.4666666666667,51.16875,60.2416666666667,50.0,0.19230663776397713
SYR,-1.64825057983398,3.7906054438726606,26.726499823859232,1.3792861212353524,11.945431639651813,23.176925721248185,38.483607067644535,28.32640176589598,-1.70234167575836,2.166035047976869,0.0,1.1801262690131558,6.066643546597949,17.7416666666667,74.24449148124705,2.37,1.82,12.0,22.6882301875185,21.5193516960411,44.6711782214051,1.68805504340885,45.7267447312312,6.0,97.33481859506655,6.0,-1.7596685886383103,-2.05464148521423,42.4941671975066,3335.1237008494195,16.6,24.8333333333333,35.76875,17.7416666666667,25.0,-1.96841883659363
TCD,-1.40442442893982,2.73242147804936,31.0692826779947,0.47812887606773,7.503000935390901,15.2486967386153,52.42574459036239,19.01110778004192,-1.56226944923401,1.750209680080433,0.0,1.4394398677365703,7.431754253414323,15.633333333333303,67.773,2.37,2.15,12.0,18.829736527179033,10.74655146050396,61.6245670824561,5.58497757849042,44.734323642752,6.0,94.63448146087823,6.0,-1.12444484233856,-1.33122742176056,30.791377942914902,3966.4542791459494,56.6,18.2,52.5,17.2833333333333,15.0,-1.46530628204346
TGO,-0.7492501735687261,9.30038113578337,12.101359497157638,2.407989018224869,11.181518312172113,14.299924145283061,68.4198373555455,18.2048966012672,-1.09388375282288,0.0906626481003325,0.06,2.71,5.48965558705112,41.025,76.87270912783366,2.45,2.31,12.0,17.23271694352278,12.459753560397953,13.6363223954348,7.30340633316693,42.334399535468,6.0,96.29710955779696,6.0,-0.7061356902122499,-0.6191878318786621,50.5321112102312,2734.27526645615,90.0,59.83333333333329,72.13750000000002,42.675,40.0,-0.7590191960334779
THA,-0.45822659134864796,14.9399995803833,3.0839449162558,1.31465118524467,10.780239262036,15.041989529739,82.13203229722,21.2032468557562,0.25453999638557406,23.7010461775138,15.59,13.38,0.777653754149814,57.85,83.813,3.47,3.1399999999999997,12.0,62.2126827589086,41.3556749810249,53.35177878586911,35.6697523603226,58.2329697936629,6.0,93.7891,6.0,-0.04409665614366526,-0.0040311887860299146,57.0556910705407,14253.2052880278,100.0,76.4666666666667,77.45,59.550000000000004,70.0,-1.017458319664
TJK,-1.42863714694977,17.08013435289249,31.117867404400698,1.90043580949916,27.041700904302896,29.17784287206,35.610931910127775,37.78373844072837,-1.16375720500946,4.17841934111414,0.020000000000000004,1.15,2.77527822140431,41.9416666666667,71.53253468804735,2.33,1.92,11.0,5.00785309834804,2.58426218353143,11.6750758387044,4.92519808475936,45.2935086310011,4.0,112.6916,7.0,-1.10057985782623,-1.30350601673126,36.7459808159957,4292.44735617855,90.0,31.3666666666667,64.275,45.29166666666671,50.0,-1.6990247964859
TKM,-1.38282227516174,8.816843159956898,23.22772924519258,1.9994993060199742,11.621421914823149,26.90521478935045,43.91871146677964,34.98757854097836,-1.08992314338684,13.355420801384087,2.9571441435854986,4.413928856076841,4.661385244967058,11.683333333333298,71.17469508561528,2.56,2.35,10.0,22.364461475490927,17.883310184422733,4.54541367297893,78.9612039345058,47.7100901084822,4.0,89.69882,6.0,-2.00086236000061,-1.46458470821381,44.0520328850076,5665.710422475958,26.6,0.633333333333333,41.01875,9.98333333333333,5.0,-2.15293836593628
TLS,-0.5056002140045172,9.157388664631165,23.03141139219352,2.122202492967039,12.202617072428502,29.064326933381906,30.631686195386205,78.2084814450953,-0.936417639255524,12.966830883940151,0.0,1.6549590837708088,1.20749178919823,32.7083333333333,76.65456991781524,2.491267916754395,2.3954299022284586,12.0,16.889638465869197,7.845697411287247,73.0737399041623,23.9233210525339,40.1532870426314,6.0,90.62159999999999,6.0,-0.7924162149429322,-1.13950335979462,68.5325604648274,4537.17933693503,70.0,58.2333333333333,60.45,31.0583333333333,55.0,0.321408063173294
TON,-0.07124149799346911,3.88319120687167,3.5831115118651296,3.2050410285207898,15.967998609828099,27.0069701394647,55.276148821315196,42.70501313612879,0.192291781306267,2.16969167425594,0.0,0.19,16.5529858865578,37.909531098853684,70.35,2.381031539322103,2.3477975135458413,12.0,23.454818322445103,1.61034607519409,96.2811900191939,3.71880998080614,78.1961836072704,6.0,81.6546,6.0,-0.36275571584701494,0.4259800314903259,50.6181386855361,17007.6319892585,76.6,57.41748329779973,45.48125,44.51689114200395,35.0,0.6543142199516299
TTO,-0.37965553998947094,11.010825597396146,3.04043709116932,2.6735728254579496,11.2154104719723,20.594431131254197,60.395399655406095,29.0321325326784,0.2067949026823039,0.147211459065661,0.08000000000000002,2.31,1.64046978997393,42.7583333333333,78.0746940365567,2.27,2.42,12.0,35.9903077820475,39.3785710829701,54.8626320890724,12.4332938826909,63.6290134857479,7.0,95.11755404960728,5.0,-0.13184215128421803,-0.16924995183944702,57.1942310594603,30321.2606298121,50.0,60.60000000000001,44.23125,45.22500000000001,35.0,0.5460699796676639
TUN,-0.11443734169006295,13.398130416870098,0.254435738088805,1.8971521206362234,8.471469145721722,13.817597566826343,62.10009671416308,26.559894332518596,-0.006535382475703871,6.76449990449832,4.17,5.27,3.61463923963333,49.8083333333333,78.71082992384117,2.86,2.38,12.0,48.7422610674613,27.5702162279737,84.4426129813072,1.10030158102733,67.9749345971609,6.0,105.5331,6.0,-0.49495631456375105,0.0533135384321212,59.4591341366813,15613.4408711604,90.0,85.6666666666667,63.95,53.975,30.0,0.19140972197055797
TUR,-0.35130301117897,21.373442715773624,3.68690904641214,1.7969390526628697,10.7939209819866,13.9930018756378,51.4918440033336,31.5062271787273,-0.06846829503774629,2.67353129854845,1.24,4.09,2.18420650679701,61.4416666666667,79.451,3.23,2.71,10.0,45.0806248131947,33.6616045048233,69.9781238251634,2.75241454646321,68.4886827330084,4.0,108.9224,6.0,0.016247209161520067,-0.390099376440048,54.6144926867008,34216.6450225384,60.00000000000001,84.0,88.675,62.275000000000006,95.0,-0.84590607881546
TUV,0.051431186497211574,8.639218066450006,19.795129411630484,1.7115353041501369,9.724164127750887,29.210104731823204,49.86492279103739,51.80486291140486,-0.5543815493583679,10.96896787041506,1.257607568512619,1.0556835012896226,1.93884216783441,15.632083092741867,76.79201033434511,2.7158755767226204,2.678993990961271,12.0,29.63724290047711,18.906572110207108,6.139531602573899,54.1941191463204,89.8148397403747,6.0,96.05044197115997,6.0,-0.470841705799103,0.6148048043251041,59.78121832751237,33615.95677308322,30.000000000000004,32.08475097134282,35.18125,18.916811194894834,5.0,1.12325739860535
TZA,-0.4759516119956971,1.41936004161835,9.93009079379241,1.85070719543349,11.8525493910472,15.6446873942997,76.9401636444279,14.6069364074319,-0.7794764637947081,6.89164359708857,4.18,3.12,0.554185250745288,39.275,79.38804289870714,2.4261642492460007,2.248334209303278,14.0,37.667662325827,6.703625292518311,30.424506197342,7.222713756634089,44.4329009590044,7.0,122.4349,7.0,-0.6409933567047118,-0.573051035404205,37.2427988727653,3117.65596409405,76.6,60.7,73.53125,37.575,40.0,-0.380523890256882
UGA,-1.05122947692871,9.749868079929316,3.33569989106728,3.60739536008884,13.9015883334752,19.7562254407537,74.6194388815107,12.4863330635397,-0.692296266555786,3.47828668335427,0.38,4.01,2.2845001758718,38.0333333333333,78.50449987816309,2.41,2.61,13.0,19.6568349315267,11.067156933628,42.473009321296,3.06179107922313,41.3145565992444,7.0,84.8693,6.0,-0.286415815353394,-0.32118967175483704,43.3388930035876,3942.0924886194593,90.0,64.2,77.825,37.2166666666667,60.0,-0.6805269718170172
UKR,-0.921338856220245,12.722234727437275,54.4100172630314,1.5969003549549599,6.027431594909851,10.5191452423519,62.7838159577624,39.51997191700869,-0.45963183045387296,5.42495174066934,0.98,5.8,21.9310431927254,49.0166666666667,72.926,3.11,2.49,10.0,35.374647432621,27.365554185229,58.92449524406489,8.33974870425364,67.5617711200385,4.0,99.41029999999999,6.0,-0.25626698136329695,-0.760341882705688,51.3323027091522,4251.48182713467,100.0,46.0666666666667,67.75625,47.3166666666667,85.0,-0.030627146363258417
URY,1.2076529264450098,11.4700002670288,2.82306730581332,2.5622423737777296,10.2948591677891,15.571971119294398,78.482501784635,31.7564360041912,0.5048648715019228,7.63670382159395,0.11,6.790000000000001,16.0658700819361,68.4,83.048,2.7800000000000002,2.51,12.0,22.4988807253499,16.267075102091,29.3575062289823,24.689987018745196,30.0607596773738,6.0,135.5291,6.0,0.6230316162109378,0.570747196674347,64.7307517847279,31128.3717958254,100.0,83.9,65.0375,65.0666666666667,25.0,1.1910809278488197
USA,1.2927473783493002,34.9900016784668,0.9131615297358379,1.6699597281108003,9.4405074456163,13.7758635463485,51.9489298387298,30.1267472115112,1.53697216510773,18.4842699258676,8.9,13.6,5.7758266986912,87.5,73.175,4.09,3.78,12.0,62.30734957605361,45.5351511197855,60.7252425929779,10.4471652412911,49.6274277721348,6.0,105.40066718461824,6.0,1.6131399869918797,1.4756872653961197,76.7355386223548,70467.92213086136,100.0,94.0,63.08125,79.1666666666667,100.0,0.995457410812378
UZB,-1.08264088630676,16.2999992370606,1.27871644313014,2.04619929684752,10.3284698283102,14.2910936682157,80.0727869364817,26.5800208500837,-0.61695796251297,0.453823633941083,0.11,2.05,5.69351024454211,31.774999999999995,74.79415803350878,2.71,2.1,11.0,29.0009875425054,23.0799978999817,27.4324353005721,25.912412879278502,52.9599325878253,4.0,128.2549,7.0,-1.1386688947677601,-1.09895992279053,37.8086435877441,6410.75865476771,60.00000000000001,39.3333333333333,49.95625,38.425,65.0,-1.62735140323639
VCT,0.7438110113143922,13.358236444992015,6.476606,0.4778239999999999,7.622933,25.476306999999995,52.272281675356304,39.686833805510815,0.33070915937423684,0.0010892882727813,0.34,4.44,1.9623452615532502,38.5583333333333,78.28033373517106,2.844193786324695,2.826133864387663,12.0,34.411011125053896,29.88415831711541,20.9738499508866,0.0471616815399047,83.1325264518462,7.0,76.9713,5.0,0.3045608401298523,0.44431981444358803,63.45547370052229,17818.9056117927,30.000000000000004,62.6666666666667,47.4625,51.175,35.0,0.8542993664741518
VEN,-1.51229763031006,4.4508108978196494,17.070074070237148,2.156412040843527,11.224283132446917,18.531808291031815,53.61026079781079,18.856683969648643,-1.67155385017395,4.6777409622070385,0.028122601093886587,2.9127474416449886,7.829642428919457,39.9166666666667,74.4975911582136,2.29,1.79,12.0,9.6520655499036,34.2824658480257,52.4212353362162,16.9956917055383,56.362507381204,6.0,97.37468212725494,6.0,-2.38673639297485,-2.26557350158691,48.72480945069561,1276.30409354522,66.6,59.900000000000006,53.775,39.9166666666667,25.0,-1.43971180915833
VNM,-0.511843025684357,14.200050389931683,2.12656065140467,1.15112386328805,5.726404119116411,9.42771431159795,79.7048871865598,19.4586931335406,-0.011720616370439514,40.7501595675465,33.76,23.81,10.889159904799977,75.725,87.65,3.45,2.95,11.0,54.5667454190798,38.5098248523289,66.3100388424159,26.3554164449556,54.358298993315195,5.0,95.9586,6.0,-0.3724912703037259,-0.0354671441018583,42.1709178908888,6316.0859461526,100.0,64.0,58.39999999999999,40.7416666666667,35.0,-1.47091710567474
VUT,-0.18431738018989594,6.855040836249931,6.998892757217258,1.932469846982282,8.516780364514387,24.017961285219858,55.6145427871747,38.4553827342913,-0.46163958311080905,14.927401185832782,3.810830835016183,4.295915309639619,2.547622196528,23.6,77.80141863621054,2.7982117663741386,2.746557842806949,12.0,34.99618894061271,18.26372769162454,59.212583461736,40.787416538264,73.1988140118331,6.0,71.9993,6.0,-0.4344232082366939,0.39135709404945396,59.79398834982289,11360.2505918411,53.4,59.13333333333329,46.4125,23.55,15.0,0.5162830352783199
WSM,0.6471178531646731,12.232396457180245,3.60416147310541,2.20890651630334,12.206967840502998,21.8646633524239,73.3436895622564,35.9865743995029,0.6231921315193182,3.09527242378611,0.32000000000000006,3.61,4.52603451387843,34.6166666666667,78.89708690738644,2.7751796995546183,2.7717081119207414,11.0,22.934974643176684,16.7195460835182,94.5881143244358,5.41188567556417,78.5558428946066,6.0,94.8589,5.0,-0.14131626486778304,0.9125856161117549,69.5741752697084,18555.393776567,90.0,63.5,59.71875,36.3166666666667,45.0,0.783751666545868
YEM,-1.65839195251465,6.665183560454758,33.17947901341509,1.928953031637543,12.557114568899989,15.32488709619918,57.844323744182084,19.962120908264115,-2.27370071411133,0.0,0.0,1.82,7.060100836759332,20.4166666666667,74.63476357952507,2.16,2.4,12.0,0.562955584236515,2.06495717162221,0.903720032977695,0.0226988906471954,61.4049675723829,6.0,96.80116466297447,6.0,-1.63697516918182,-1.80602633953094,41.8118618427961,4987.96288778048,80.0,25.533333333333303,43.55,24.5333333333333,25.0,-1.75979864597321
ZAF,-0.13679742813110396,6.81581147649645,3.7280208355383206,1.6997124299931,7.91208376467566,14.882807989601002,65.7331272570518,34.1104623288409,0.10364744067192125,5.27331266850248,0.97,7.91,3.7391420597864697,65.2,83.31700000000001,3.41,3.17,14.0,46.0245932549914,24.428033817397,49.9234935829494,12.7659191577286,54.83964777728,7.0,99.6966,7.0,-0.04077816754579532,-0.2218280881643299,64.2531759654529,19067.931729227,83.4,85.5,77.98125,66.0166666666667,65.0,0.6372336149215698
ZMB,-0.6788884401321409,1.8147200345993,10.9511985266963,2.7695767818939596,11.158240597752497,20.087725139689496,56.8063362008935,20.4200659329456,-0.6535177230834959,2.14275391250791,0.12,4.36,3.14629563872988,36.8083333333333,78.906,1.98,2.18,14.0,25.4017841012325,9.72547444699611,62.06122168871651,15.0036966045508,27.7131453740051,7.0,110.4895,7.0,-0.527298510074615,-0.3583066165447239,54.2445428614432,7935.3003385079,90.0,57.8,72.9375,42.675,40.0,-0.336247116327286
ZWE,-1.24637961387634,7.104867076450195,10.9287789574177,2.5407802143759333,12.149895427504338,16.191714456645574,61.450723805283,13.2035650041795,-1.29795515537262,2.06369292021293,0.020000000000000004,2.75,1.8940249808100003,41.4416666666667,77.93416914316235,2.26,2.0,13.0,19.4119891241814,9.49263171013963,23.1452346101595,1.08404494970177,11.937912780249901,7.0,81.0727,6.0,-1.52565240859985,-1.2930586338043197,55.9846516102169,8479.77766810544,80.0,59.9333333333333,61.175,44.7916666666667,45.0,-1.13737499713898
